Index  Predicted  Actual     Status    
1927   1          1          ✅ correct 
1928   3          3          ✅ correct 
1929   6          6          ✅ correct 
1930   2          2          ✅ correct 
1931   2          2          ✅ correct 
1932   7          7          ✅ correct 
1933   4          4          ✅ correct 
1934   1          1          ✅ correct 
1935   2          2          ✅ correct 
1936   6          6          ✅ correct 
1937   3          3          ✅ correct 
1938   2          2          ✅ correct 
1939   3          3          ✅ correct 
1940   7          7          ✅ correct 
1941   8          8          ✅ correct 
1942   8          8          ✅ correct 
1943   4          4          ✅ correct 
1944   7          7          ✅ correct 
1945   6          6          ✅ correct 
1946   2          1          ❌ wrong   
1947   4          4          ✅ correct 
1948   0          0          ✅ correct 
1949   6          0          ❌ wrong   
1950   1          1          ✅ correct 
1951   0          0          ✅ correct 
1952   2          2          ✅ correct 
1953   3          3          ✅ correct 
1954   7          7          ✅ correct 
1955   3          3          ✅ correct 
1956   9          9          ✅ correct 
1957   9          9          ✅ correct 
1958   1          1          ✅ correct 
1959   3          3          ✅ correct 
1960   3          3          ✅ correct 
1961   2          2          ✅ correct 
1962   6          6          ✅ correct 
1963   8          0          ❌ wrong   
1964   2          2          ✅ correct 
1965   4          4          ✅ correct 
1966   1          1          ✅ correct 
1967   0          0          ✅ correct 
1968   8          8          ✅ correct 
1969   5          5          ✅ correct 
1970   4          4          ✅ correct 
1971   5          5          ✅ correct 
1972   4          4          ✅ correct 
1973   4          4          ✅ correct 
1974   5          5          ✅ correct 
1975   9          9          ✅ correct 
1976   4          4          ✅ correct 
1977   0          0          ✅ correct 
1978   4          4          ✅ correct 
1979   5          5          ✅ correct 
1980   9          9          ✅ correct 
1981   0          0          ✅ correct 
1982   6          6          ✅ correct 
1983   5          5          ✅ correct 
1984   6          6          ✅ correct 
1985   8          8          ✅ correct 
1986   0          0          ✅ correct 
1987   6          6          ✅ correct 
1988   7          7          ✅ correct 
1989   6          6          ✅ correct 
1990   0          0          ✅ correct 
1991   6          6          ✅ correct 
1992   7          7          ✅ correct 
1993   8          8          ✅ correct 
1994   4          4          ✅ correct 
1995   5          5          ✅ correct 
1996   9          9          ✅ correct 
1997   4          4          ✅ correct 
1998   6          6          ✅ correct 
1999   0          0          ✅ correct 
2000   6          6          ✅ correct 
2001   9          9          ✅ correct 
2002   9          9          ✅ correct 
2003   5          5          ✅ correct 
2004   9          9          ✅ correct 
2005   2          2          ✅ correct 
2006   7          7          ✅ correct 
2007   9          9          ✅ correct 
2008   2          2          ✅ correct 
2009   8          8          ✅ correct 
2010   2          2          ✅ correct 
2011   5          5          ✅ correct 
2012   1          1          ✅ correct 
2013   6          6          ✅ correct 
2014   3          5          ❌ wrong   
2015   2          2          ✅ correct 
2016   9          9          ✅ correct 
2017   2          2          ✅ correct 
2018   0          0          ✅ correct 
2019   8          8          ✅ correct 
2020   9          9          ✅ correct 
2021   0          0          ✅ correct 
2022   5          5          ✅ correct 
2023   3          3          ✅ correct 
2024   2          2          ✅ correct 
2025   3          3          ✅ correct 
2026   2          2          ✅ correct 
2027   2          2          ✅ correct 
2028   0          0          ✅ correct 
2029   3          3          ✅ correct 
2030   5          5          ✅ correct 
2031   1          1          ✅ correct 
2032   0          0          ✅ correct 
2033   5          5          ✅ correct 
2034   4          4          ✅ correct 
2035   8          8          ✅ correct 
2036   2          2          ✅ correct 
2037   1          1          ✅ correct 
2038   3          3          ✅ correct 
2039   9          9          ✅ correct 
2040   4          4          ✅ correct 
2041   0          0          ✅ correct 
2042   7          7          ✅ correct 
2043   1          1          ✅ correct 
2044   7          7          ✅ correct 
2045   9          9          ✅ correct 
2046   9          9          ✅ correct 
2047   4          4          ✅ correct 
2048   8          8          ✅ correct 
2049   6          6          ✅ correct 
2050   5          5          ✅ correct 
2051   5          5          ✅ correct 
2052   6          6          ✅ correct 
2053   3          3          ✅ correct 
2054   9          9          ✅ correct 
2055   7          7          ✅ correct 
2056   0          0          ✅ correct 
2057   2          2          ✅ correct 
2058   3          3          ✅ correct 
2059   4          4          ✅ correct 
2060   3          3          ✅ correct 
2061   0          0          ✅ correct 
2062   4          4          ✅ correct 
2063   1          1          ✅ correct 
2064   6          6          ✅ correct 
2065   8          8          ✅ correct 
2066   6          6          ✅ correct 
2067   6          6          ✅ correct 
2068   3          3          ✅ correct 
2069   6          6          ✅ correct 
2070   0          0          ✅ correct 
2071   5          5          ✅ correct 
2072   9          9          ✅ correct 
2073   6          6          ✅ correct 
2074   3          3          ✅ correct 
2075   7          7          ✅ correct 
2076   9          9          ✅ correct 
2077   3          3          ✅ correct 
2078   5          5          ✅ correct 
2079   8          8          ✅ correct 
2080   2          2          ✅ correct 
2081   4          4          ✅ correct 
2082   6          6          ✅ correct 
2083   3          3          ✅ correct 
2084   6          6          ✅ correct 
2085   5          5          ✅ correct 
2086   4          4          ✅ correct 
2087   7          7          ✅ correct 
2088   1          1          ✅ correct 
2089   9          9          ✅ correct 
2090   3          3          ✅ correct 
2091   6          6          ✅ correct 
2092   4          4          ✅ correct 
2093   7          7          ✅ correct 
2094   4          4          ✅ correct 
2095   8          8          ✅ correct 
2096   0          0          ✅ correct 
2097   4          4          ✅ correct 
2098   9          9          ✅ correct 
2099   5          5          ✅ correct 
2100   5          5          ✅ correct 
2101   9          9          ✅ correct 
2102   5          5          ✅ correct 
2103   6          6          ✅ correct 
2104   0          0          ✅ correct 
2105   3          3          ✅ correct 
2106   1          1          ✅ correct 
2107   4          4          ✅ correct 
2108   4          4          ✅ correct 
2109   1          1          ✅ correct 
2110   9          9          ✅ correct 
2111   2          2          ✅ correct 
2112   1          7          ❌ wrong   
2113   5          5          ✅ correct 
2114   5          5          ✅ correct 
2115   6          6          ✅ correct 
2116   7          7          ✅ correct 
2117   7          7          ✅ correct 
2118   5          5          ✅ correct 
2119   8          8          ✅ correct 
2120   7          7          ✅ correct 
2121   7          7          ✅ correct 
2122   3          3          ✅ correct 
2123   7          7          ✅ correct 
2124   4          4          ✅ correct 
2125   9          9          ✅ correct 
2126   4          4          ✅ correct 
2127   7          7          ✅ correct 
2128   8          8          ✅ correct 
2129   5          5          ✅ correct 
2130   1          1          ✅ correct 
2131   3          3          ✅ correct 
2132   5          5          ✅ correct 
2133   3          3          ✅ correct 
2134   3          3          ✅ correct 
2135   0          0          ✅ correct 
2136   6          6          ✅ correct 
2137   2          2          ✅ correct 
2138   4          4          ✅ correct 
2139   4          4          ✅ correct 
2140   5          5          ✅ correct 
2141   4          4          ✅ correct 
2142   0          0          ✅ correct 
2143   9          9          ✅ correct 
2144   1          1          ✅ correct 
2145   3          3          ✅ correct 
2146   5          5          ✅ correct 
2147   8          8          ✅ correct 
2148   0          0          ✅ correct 
2149   3          3          ✅ correct 
2150   4          4          ✅ correct 
2151   5          5          ✅ correct 
2152   2          2          ✅ correct 
2153   1          1          ✅ correct 
2154   2          2          ✅ correct 
2155   5          5          ✅ correct 
2156   6          6          ✅ correct 
2157   8          8          ✅ correct 
2158   7          7          ✅ correct 
2159   3          3          ✅ correct 
2160   0          0          ✅ correct 
2161   1          1          ✅ correct 
2162   8          8          ✅ correct 
2163   2          2          ✅ correct 
2164   7          7          ✅ correct 
2165   2          2          ✅ correct 
2166   7          7          ✅ correct 
2167   4          4          ✅ correct 
2168   7          7          ✅ correct 
2169   4          4          ✅ correct 
2170   4          4          ✅ correct 
2171   6          6          ✅ correct 
2172   4          4          ✅ correct 
2173   2          2          ✅ correct 
2174   7          7          ✅ correct 
2175   8          9          ❌ wrong   
2176   3          5          ❌ wrong   
2177   0          0          ✅ correct 
2178   3          3          ✅ correct 
2179   7          7          ✅ correct 
2180   2          2          ✅ correct 
2181   0          0          ✅ correct 
2182   8          8          ✅ correct 
2183   3          3          ✅ correct 
2184   6          0          ❌ wrong   
2185   9          9          ✅ correct 
2186   4          4          ✅ correct 
2187   7          7          ✅ correct 
2188   9          9          ✅ correct 
2189   8          8          ✅ correct 
2190   5          5          ✅ correct 
2191   6          6          ✅ correct 
2192   5          5          ✅ correct 
2193   9          9          ✅ correct 
2194   0          0          ✅ correct 
2195   4          4          ✅ correct 
2196   8          8          ✅ correct 
2197   1          1          ✅ correct 
2198   7          7          ✅ correct 
2199   7          7          ✅ correct 
2200   2          2          ✅ correct 
2201   4          4          ✅ correct 
2202   1          1          ✅ correct 
2203   4          4          ✅ correct 
2204   3          3          ✅ correct 
2205   4          4          ✅ correct 
2206   9          9          ✅ correct 
2207   4          4          ✅ correct 
2208   6          6          ✅ correct 
2209   0          0          ✅ correct 
2210   6          6          ✅ correct 
2211   2          2          ✅ correct 
2212   7          7          ✅ correct 
2213   1          1          ✅ correct 
2214   2          2          ✅ correct 
2215   3          3          ✅ correct 
2216   4          4          ✅ correct 
2217   4          4          ✅ correct 
2218   9          9          ✅ correct 
2219   1          1          ✅ correct 
2220   1          1          ✅ correct 
2221   0          0          ✅ correct 
2222   9          9          ✅ correct 
2223   2          2          ✅ correct 
2224   0          0          ✅ correct 
2225   3          3          ✅ correct 
2226   6          6          ✅ correct 
2227   1          1          ✅ correct 
2228   1          1          ✅ correct 
2229   8          8          ✅ correct 
2230   9          9          ✅ correct 
2231   1          1          ✅ correct 
2232   1          1          ✅ correct 
2233   6          6          ✅ correct 
2234   6          6          ✅ correct 
2235   8          8          ✅ correct 
2236   0          0          ✅ correct 
2237   9          9          ✅ correct 
2238   8          8          ✅ correct 
2239   1          1          ✅ correct 
2240   1          1          ✅ correct 
2241   1          1          ✅ correct 
2242   3          3          ✅ correct 
2243   6          6          ✅ correct 
2244   2          2          ✅ correct 
2245   6          6          ✅ correct 
2246   9          9          ✅ correct 
2247   1          1          ✅ correct 
2248   8          8          ✅ correct 
2249   0          0          ✅ correct 
2250   5          5          ✅ correct 
2251   0          0          ✅ correct 
2252   2          2          ✅ correct 
2253   0          0          ✅ correct 
2254   8          8          ✅ correct 
2255   6          6          ✅ correct 
2256   1          1          ✅ correct 
2257   1          1          ✅ correct 
2258   1          7          ❌ wrong   
2259   3          3          ✅ correct 
2260   6          6          ✅ correct 
2261   8          8          ✅ correct 
2262   0          0          ✅ correct 
2263   3          3          ✅ correct 
2264   5          5          ✅ correct 
2265   9          9          ✅ correct 
2266   8          8          ✅ correct 
2267   2          2          ✅ correct 
2268   5          5          ✅ correct 
2269   0          0          ✅ correct 
2270   3          3          ✅ correct 
2271   1          1          ✅ correct 
2272   7          7          ✅ correct 
2273   5          5          ✅ correct 
2274   5          5          ✅ correct 
2275   9          9          ✅ correct 
2276   9          9          ✅ correct 
2277   5          5          ✅ correct 
2278   9          9          ✅ correct 
2279   8          8          ✅ correct 
2280   0          0          ✅ correct 
2281   2          2          ✅ correct 
2282   9          9          ✅ correct 
2283   4          4          ✅ correct 
2284   1          1          ✅ correct 
2285   7          7          ✅ correct 
2286   0          0          ✅ correct 
2287   7          7          ✅ correct 
2288   0          0          ✅ correct 
2289   3          3          ✅ correct 
2290   2          2          ✅ correct 
2291   6          6          ✅ correct 
2292   6          6          ✅ correct 
2293   7          7          ✅ correct 
2294   8          8          ✅ correct 
2295   9          9          ✅ correct 
2296   6          6          ✅ correct 
2297   8          8          ✅ correct 
2298   2          2          ✅ correct 
2299   6          6          ✅ correct 
2300   6          6          ✅ correct 
2301   0          0          ✅ correct 
2302   2          2          ✅ correct 
2303   2          2          ✅ correct 
2304   0          0          ✅ correct 
2305   5          5          ✅ correct 
2306   2          2          ✅ correct 
2307   1          1          ✅ correct 
2308   9          9          ✅ correct 
2309   2          2          ✅ correct 
2310   8          8          ✅ correct 
2311   5          5          ✅ correct 
2312   9          9          ✅ correct 
2313   1          1          ✅ correct 
2314   3          3          ✅ correct 
2315   6          6          ✅ correct 
2316   8          8          ✅ correct 
2317   3          3          ✅ correct 
2318   3          3          ✅ correct 
2319   1          1          ✅ correct 
2320   2          2          ✅ correct 
2321   4          4          ✅ correct 
2322   9          9          ✅ correct 
2323   8          8          ✅ correct 
2324   4          4          ✅ correct 
2325   8          8          ✅ correct 
2326   3          3          ✅ correct 
2327   9          9          ✅ correct 
2328   1          1          ✅ correct 
2329   0          0          ✅ correct 
2330   1          1          ✅ correct 
2331   4          4          ✅ correct 
2332   9          9          ✅ correct 
2333   1          1          ✅ correct 
2334   2          2          ✅ correct 
2335   1          1          ✅ correct 
2336   5          5          ✅ correct 
2337   7          7          ✅ correct 
2338   4          4          ✅ correct 
2339   8          8          ✅ correct 
2340   8          8          ✅ correct 
2341   7          7          ✅ correct 
2342   0          0          ✅ correct 
2343   8          8          ✅ correct 
2344   0          0          ✅ correct 
2345   6          6          ✅ correct 
2346   9          9          ✅ correct 
2347   1          1          ✅ correct 
2348   1          7          ❌ wrong   
2349   8          8          ✅ correct 
2350   1          1          ✅ correct 
2351   9          9          ✅ correct 
2352   5          5          ✅ correct 
2353   9          9          ✅ correct 
2354   5          5          ✅ correct 
2355   1          1          ✅ correct 
2356   7          7          ✅ correct 
2357   7          7          ✅ correct 
2358   5          5          ✅ correct 
2359   6          6          ✅ correct 
2360   3          3          ✅ correct 
2361   5          5          ✅ correct 
2362   7          7          ✅ correct 
2363   2          2          ✅ correct 
2364   5          5          ✅ correct 
2365   0          0          ✅ correct 
2366   9          9          ✅ correct 
2367   2          2          ✅ correct 
2368   6          6          ✅ correct 
2369   2          2          ✅ correct 
2370   5          5          ✅ correct 
2371   8          8          ✅ correct 
2372   4          4          ✅ correct 
2373   9          9          ✅ correct 
2374   9          9          ✅ correct 
2375   4          4          ✅ correct 
2376   3          3          ✅ correct 
2377   4          4          ✅ correct 
2378   5          5          ✅ correct 
2379   9          9          ✅ correct 
2380   3          3          ✅ correct 
2381   4          4          ✅ correct 
2382   1          1          ✅ correct 
2383   9          9          ✅ correct 
2384   3          3          ✅ correct 
2385   2          2          ✅ correct 
2386   9          9          ✅ correct 
2387   5          5          ✅ correct 
2388   1          1          ✅ correct 
2389   9          9          ✅ correct 
2390   4          4          ✅ correct 
2391   7          7          ✅ correct 
2392   0          0          ✅ correct 
2393   6          6          ✅ correct 
2394   0          0          ✅ correct 
2395   1          1          ✅ correct 
2396   2          2          ✅ correct 
2397   0          0          ✅ correct 
2398   5          5          ✅ correct 
2399   7          7          ✅ correct 
2400   2          2          ✅ correct 
2401   0          0          ✅ correct 
2402   2          2          ✅ correct 
2403   8          8          ✅ correct 
2404   0          0          ✅ correct 
2405   0          0          ✅ correct 
2406   3          3          ✅ correct 
2407   1          1          ✅ correct 
2408   2          2          ✅ correct 
2409   6          6          ✅ correct 
2410   7          7          ✅ correct 
2411   1          1          ✅ correct 
2412   3          3          ✅ correct 
2413   2          2          ✅ correct 
2414   6          6          ✅ correct 
2415   0          0          ✅ correct 
2416   2          2          ✅ correct 
2417   3          3          ✅ correct 
2418   0          0          ✅ correct 
2419   7          7          ✅ correct 
2420   3          3          ✅ correct 
2421   3          3          ✅ correct 
2422   6          6          ✅ correct 
2423   4          4          ✅ correct 
2424   8          8          ✅ correct 
2425   7          7          ✅ correct 
2426   1          1          ✅ correct 
2427   9          9          ✅ correct 
2428   3          3          ✅ correct 
2429   4          4          ✅ correct 
2430   0          0          ✅ correct 
2431   3          3          ✅ correct 
2432   7          7          ✅ correct 
2433   3          3          ✅ correct 
2434   5          4          ❌ wrong   
2435   6          6          ✅ correct 
2436   9          9          ✅ correct 
2437   9          9          ✅ correct 
2438   5          5          ✅ correct 
2439   3          3          ✅ correct 
2440   0          0          ✅ correct 
2441   8          8          ✅ correct 
2442   1          1          ✅ correct 
2443   0          0          ✅ correct 
2444   7          7          ✅ correct 
2445   3          3          ✅ correct 
2446   0          0          ✅ correct 
2447   4          4          ✅ correct 
2448   2          2          ✅ correct 
2449   5          5          ✅ correct 
2450   0          0          ✅ correct 
2451   1          1          ✅ correct 
2452   5          5          ✅ correct 
2453   2          2          ✅ correct 
2454   8          8          ✅ correct 
2455   5          5          ✅ correct 
2456   7          7          ✅ correct 
2457   1          1          ✅ correct 
2458   6          6          ✅ correct 
2459   2          2          ✅ correct 
2460   6          6          ✅ correct 
2461   0          0          ✅ correct 
2462   7          7          ✅ correct 
2463   2          2          ✅ correct 
2464   3          3          ✅ correct 
2465   5          5          ✅ correct 
2466   6          6          ✅ correct 
2467   2          2          ✅ correct 
2468   3          3          ✅ correct 
2469   2          2          ✅ correct 
2470   9          9          ✅ correct 
2471   0          0          ✅ correct 
2472   0          0          ✅ correct 
2473   4          4          ✅ correct 
2474   9          9          ✅ correct 
2475   7          7          ✅ correct 
2476   0          0          ✅ correct 
2477   5          5          ✅ correct 
2478   5          4          ❌ wrong   
2479   6          6          ✅ correct 
2480   9          9          ✅ correct 
2481   1          1          ✅ correct 
2482   3          3          ✅ correct 
2483   6          6          ✅ correct 
2484   1          1          ✅ correct 
2485   4          4          ✅ correct 
2486   2          2          ✅ correct 
2487   4          4          ✅ correct 
2488   2          2          ✅ correct 
2489   9          9          ✅ correct 
2490   2          2          ✅ correct 
2491   0          0          ✅ correct 
2492   8          8          ✅ correct 
2493   3          3          ✅ correct 
2494   6          6          ✅ correct 
2495   8          8          ✅ correct 
2496   5          5          ✅ correct 
2497   6          6          ✅ correct 
2498   9          9          ✅ correct 
2499   4          4          ✅ correct 
2500   8          8          ✅ correct 
2501   1          1          ✅ correct 
2502   0          0          ✅ correct 
2503   0          0          ✅ correct 
2504   9          9          ✅ correct 
2505   5          5          ✅ correct 
2506   8          8          ✅ correct 
2507   0          0          ✅ correct 
2508   8          8          ✅ correct 
2509   2          2          ✅ correct 
2510   0          0          ✅ correct 
2511   5          5          ✅ correct 
2512   1          1          ✅ correct 
2513   7          7          ✅ correct 
2514   6          6          ✅ correct 
2515   3          3          ✅ correct 
2516   2          2          ✅ correct 
2517   1          1          ✅ correct 
2518   5          5          ✅ correct 
2519   8          8          ✅ correct 
2520   4          4          ✅ correct 
2521   1          1          ✅ correct 
2522   4          4          ✅ correct 
2523   7          7          ✅ correct 
2524   6          6          ✅ correct 
2525   2          2          ✅ correct 
2526   6          6          ✅ correct 
2527   4          4          ✅ correct 
2528   2          2          ✅ correct 
2529   5          5          ✅ correct 
2530   1          1          ✅ correct 
2531   4          4          ✅ correct 
2532   0          0          ✅ correct 
2533   1          7          ❌ wrong   
2534   3          9          ❌ wrong   
2535   7          7          ✅ correct 
2536   0          0          ✅ correct 
2537   8          8          ✅ correct 
2538   6          6          ✅ correct 
2539   7          7          ✅ correct 
2540   6          6          ✅ correct 
2541   1          1          ✅ correct 
2542   3          3          ✅ correct 
2543   5          5          ✅ correct 
2544   6          6          ✅ correct 
2545   7          7          ✅ correct 
2546   0          0          ✅ correct 
2547   1          1          ✅ correct 
2548   6          6          ✅ correct 
2549   3          3          ✅ correct 
2550   6          6          ✅ correct 
2551   4          4          ✅ correct 
2552   4          4          ✅ correct 
2553   7          7          ✅ correct 
2554   8          8          ✅ correct 
2555   9          9          ✅ correct 
2556   1          1          ✅ correct 
2557   6          6          ✅ correct 
2558   4          4          ✅ correct 
2559   2          2          ✅ correct 
2560   3          3          ✅ correct 
2561   1          1          ✅ correct 
2562   0          0          ✅ correct 
2563   7          7          ✅ correct 
2564   6          6          ✅ correct 
2565   6          6          ✅ correct 
2566   5          5          ✅ correct 
2567   8          8          ✅ correct 
2568   3          3          ✅ correct 
2569   7          7          ✅ correct 
2570   6          6          ✅ correct 
2571   2          2          ✅ correct 
2572   1          1          ✅ correct 
2573   4          4          ✅ correct 
2574   4          4          ✅ correct 
2575   5          5          ✅ correct 
2576   7          7          ✅ correct 
2577   9          9          ✅ correct 
2578   1          1          ✅ correct 
2579   4          4          ✅ correct 
2580   3          3          ✅ correct 
2581   3          3          ✅ correct 
2582   4          4          ✅ correct 
2583   3          3          ✅ correct 
2584   6          6          ✅ correct 
2585   8          8          ✅ correct 
2586   6          6          ✅ correct 
2587   9          9          ✅ correct 
2588   2          2          ✅ correct 
2589   5          5          ✅ correct 
2590   0          0          ✅ correct 
2591   2          2          ✅ correct 
2592   2          2          ✅ correct 
2593   5          5          ✅ correct 
2594   2          2          ✅ correct 
2595   3          3          ✅ correct 
2596   9          9          ✅ correct 
2597   4          4          ✅ correct 
2598   9          9          ✅ correct 
2599   3          3          ✅ correct 
2600   0          0          ✅ correct 
2601   7          7          ✅ correct 
2602   3          3          ✅ correct 
2603   6          6          ✅ correct 
2604   1          1          ✅ correct 
2605   6          6          ✅ correct 
2606   5          5          ✅ correct 
2607   2          2          ✅ correct 
2608   3          3          ✅ correct 
2609   3          3          ✅ correct 
2610   1          1          ✅ correct 
2611   5          5          ✅ correct 
2612   8          8          ✅ correct 
2613   1          1          ✅ correct 
2614   4          4          ✅ correct 
2615   0          0          ✅ correct 
2616   8          8          ✅ correct 
2617   8          8          ✅ correct 
2618   2          2          ✅ correct 
2619   7          7          ✅ correct 
2620   3          3          ✅ correct 
2621   6          6          ✅ correct 
2622   7          7          ✅ correct 
2623   6          6          ✅ correct 
2624   6          6          ✅ correct 
2625   6          6          ✅ correct 
2626   6          6          ✅ correct 
2627   1          1          ✅ correct 
2628   3          3          ✅ correct 
2629   8          8          ✅ correct 
2630   8          8          ✅ correct 
2631   9          9          ✅ correct 
2632   0          0          ✅ correct 
2633   9          5          ❌ wrong   
2634   4          4          ✅ correct 
2635   4          4          ✅ correct 
2636   1          1          ✅ correct 
2637   2          2          ✅ correct 
2638   8          8          ✅ correct 
2639   8          8          ✅ correct 
2640   2          2          ✅ correct 
2641   0          0          ✅ correct 
2642   9          9          ✅ correct 
2643   7          7          ✅ correct 
2644   9          9          ✅ correct 
2645   6          6          ✅ correct 
2646   7          7          ✅ correct 
2647   8          8          ✅ correct 
2648   5          5          ✅ correct 
2649   5          5          ✅ correct 
2650   5          5          ✅ correct 
2651   5          5          ✅ correct 
2652   0          0          ✅ correct 
2653   4          4          ✅ correct 
2654   9          9          ✅ correct 
2655   1          1          ✅ correct 
2656   9          9          ✅ correct 
2657   3          3          ✅ correct 
2658   1          1          ✅ correct 
2659   0          0          ✅ correct 
2660   1          1          ✅ correct 
2661   4          4          ✅ correct 
2662   4          4          ✅ correct 
2663   2          2          ✅ correct 
2664   4          4          ✅ correct 
2665   5          5          ✅ correct 
2666   0          0          ✅ correct 
2667   6          6          ✅ correct 
2668   4          4          ✅ correct 
2669   2          2          ✅ correct 
2670   5          5          ✅ correct 
2671   5          5          ✅ correct 
2672   9          9          ✅ correct 
2673   7          7          ✅ correct 
2674   5          5          ✅ correct 
2675   3          3          ✅ correct 
2676   0          0          ✅ correct 
2677   7          7          ✅ correct 
2678   9          9          ✅ correct 
2679   3          5          ❌ wrong   
2680   9          9          ✅ correct 
2681   9          9          ✅ correct 
2682   7          7          ✅ correct 
2683   3          3          ✅ correct 
2684   7          7          ✅ correct 
2685   3          3          ✅ correct 
2686   6          6          ✅ correct 
2687   1          1          ✅ correct 
2688   2          2          ✅ correct 
2689   9          9          ✅ correct 
2690   3          7          ❌ wrong   
2691   5          5          ✅ correct 
2692   0          0          ✅ correct 
2693   7          7          ✅ correct 
2694   7          7          ✅ correct 
2695   4          4          ✅ correct 
2696   7          7          ✅ correct 
2697   2          2          ✅ correct 
2698   3          3          ✅ correct 
2699   1          7          ❌ wrong   
2700   1          1          ✅ correct 
2701   1          7          ❌ wrong   
2702   9          9          ✅ correct 
2703   3          7          ❌ wrong   
2704   9          9          ✅ correct 
2705   8          8          ✅ correct 
2706   1          1          ✅ correct 
2707   5          5          ✅ correct 
2708   7          7          ✅ correct 
2709   3          3          ✅ correct 
2710   2          2          ✅ correct 
2711   4          4          ✅ correct 
2712   9          9          ✅ correct 
2713   7          7          ✅ correct 
2714   4          4          ✅ correct 
2715   1          1          ✅ correct 
2716   2          2          ✅ correct 
2717   2          2          ✅ correct 
2718   5          5          ✅ correct 
2719   9          9          ✅ correct 
2720   2          2          ✅ correct 
2721   4          4          ✅ correct 
2722   1          1          ✅ correct 
2723   7          7          ✅ correct 
2724   4          4          ✅ correct 
2725   0          0          ✅ correct 
2726   2          2          ✅ correct 
2727   3          3          ✅ correct 
2728   3          3          ✅ correct 
2729   0          0          ✅ correct 
2730   4          4          ✅ correct 
2731   9          9          ✅ correct 
2732   5          5          ✅ correct 
2733   7          7          ✅ correct 
2734   9          9          ✅ correct 
2735   1          1          ✅ correct 
2736   7          7          ✅ correct 
2737   9          9          ✅ correct 
2738   9          9          ✅ correct 
2739   5          5          ✅ correct 
2740   6          6          ✅ correct 
2741   0          0          ✅ correct 
2742   6          6          ✅ correct 
2743   1          1          ✅ correct 
2744   6          6          ✅ correct 
2745   5          5          ✅ correct 
2746   7          7          ✅ correct 
2747   9          9          ✅ correct 
2748   0          0          ✅ correct 
2749   6          6          ✅ correct 
2750   2          2          ✅ correct 
2751   2          2          ✅ correct 
2752   0          0          ✅ correct 
2753   0          0          ✅ correct 
2754   8          8          ✅ correct 
2755   0          0          ✅ correct 
2756   3          3          ✅ correct 
2757   5          5          ✅ correct 
2758   1          1          ✅ correct 
2759   6          6          ✅ correct 
2760   5          5          ✅ correct 
2761   4          4          ✅ correct 
2762   6          6          ✅ correct 
2763   2          2          ✅ correct 
2764   0          0          ✅ correct 
2765   0          0          ✅ correct 
2766   0          0          ✅ correct 
2767   6          6          ✅ correct 
2768   0          0          ✅ correct 
2769   5          5          ✅ correct 
2770   1          1          ✅ correct 
2771   2          2          ✅ correct 
2772   3          3          ✅ correct 
2773   2          2          ✅ correct 
2774   8          8          ✅ correct 
2775   4          4          ✅ correct 
2776   2          2          ✅ correct 
2777   7          7          ✅ correct 
2778   5          5          ✅ correct 
2779   6          6          ✅ correct 
2780   4          4          ✅ correct 
2781   4          4          ✅ correct 
2782   1          1          ✅ correct 
2783   7          7          ✅ correct 
2784   4          4          ✅ correct 
2785   4          4          ✅ correct 
2786   0          0          ✅ correct 
2787   8          8          ✅ correct 
2788   5          5          ✅ correct 
2789   9          9          ✅ correct 
2790   1          1          ✅ correct 
2791   7          7          ✅ correct 
2792   7          7          ✅ correct 
2793   3          3          ✅ correct 
2794   5          5          ✅ correct 
2795   5          5          ✅ correct 
2796   2          2          ✅ correct 
2797   8          8          ✅ correct 
2798   1          1          ✅ correct 
2799   3          3          ✅ correct 
2800   0          0          ✅ correct 
2801   7          7          ✅ correct 
2802   3          3          ✅ correct 
2803   5          5          ✅ correct 
2804   5          5          ✅ correct 
2805   8          7          ❌ wrong   
2806   6          6          ✅ correct 
2807   2          2          ✅ correct 
2808   0          0          ✅ correct 
2809   2          2          ✅ correct 
2810   4          4          ✅ correct 
2811   6          6          ✅ correct 
2812   8          8          ✅ correct 
2813   5          5          ✅ correct 
2814   0          0          ✅ correct 
2815   6          6          ✅ correct 
2816   5          5          ✅ correct 
2817   4          4          ✅ correct 
2818   1          1          ✅ correct 
2819   3          3          ✅ correct 
2820   4          4          ✅ correct 
2821   4          4          ✅ correct 
2822   4          4          ✅ correct 
2823   6          6          ✅ correct 
2824   6          6          ✅ correct 
2825   7          7          ✅ correct 
2826   8          8          ✅ correct 
2827   3          3          ✅ correct 
2828   1          1          ✅ correct 
2829   1          1          ✅ correct 
2830   0          0          ✅ correct 
2831   8          8          ✅ correct 
2832   4          4          ✅ correct 
2833   8          8          ✅ correct 
2834   1          1          ✅ correct 
2835   7          7          ✅ correct 
2836   6          6          ✅ correct 
2837   5          5          ✅ correct 
2838   0          0          ✅ correct 
2839   9          9          ✅ correct 
2840   8          8          ✅ correct 
2841   0          0          ✅ correct 
2842   1          1          ✅ correct 
2843   4          4          ✅ correct 
2844   3          3          ✅ correct 
2845   0          0          ✅ correct 
2846   4          4          ✅ correct 
2847   1          1          ✅ correct 
2848   6          6          ✅ correct 
2849   6          6          ✅ correct 
2850   2          2          ✅ correct 
2851   0          0          ✅ correct 
2852   5          5          ✅ correct 
2853   9          9          ✅ correct 
2854   9          9          ✅ correct 
2855   9          9          ✅ correct 
2856   6          6          ✅ correct 
